Donor Name,Food Type,Quantity (kg),Location,Donation Date,Transport Mode,Donor Type,Donation Frequency (per month),Average Donation Duration (hours)
Hicks and Sons,Vegetables,49.77,Lindaside,2024-03-23,Van,Grocery Store,5,2.0
King Inc,Fruits,35.07,Brookeland,2024-08-30,Walk,Farm,3,1.7
"Alvarado, Castillo and Meyer",Vegetables,15.93,Bonniechester,2024-07-26,Bike,Grocery Store,9,2.7
Webb-Webb,Vegetables,44.57,East Ashleyton,2024-01-18,Bike,Supermarket,8,1.5
"Matthews, Lee and Moore",Grains,9.13,Port Kristaburgh,2024-02-09,Van,Restaurant,3,1.8
"Russell, Mahoney and Henry",Fruits,94.73,East Jaimefurt,2024-09-06,Walk,Grocery Store,3,3.0
Morris Group,Dairy,47.44,Josephport,2024-11-01,Van,Supermarket,6,2.7
Baker Ltd,Bakery,21.14,North Heather,2024-11-03,Van,Supermarket,6,1.7
Ferguson-Logan,Frozen Food,11.38,Vasquezview,2024-03-10,Truck,Farm,7,1.3
Mcbride LLC,Frozen Food,53.17,Port Patriciabury,2024-03-20,Bike,Food Bank,7,1.5
Murphy LLC,Snacks,55.48,Paulburgh,2024-08-10,Van,Supermarket,6,1.5
Cowan PLC,Fruits,20.86,Port Michelleland,2024-09-16,Drone,Supermarket,2,1.1
Benitez-Nunez,Grains,53.72,Wadeborough,2023-12-08,Drone,Grocery Store,5,0.9
English LLC,Dairy,45.6,Wheelertown,2024-09-16,Van,Farm,5,1.8
Brown-Ruiz,Snacks,14.17,South Lisa,2024-03-21,Drone,Food Bank,2,0.6
"Kennedy, Clark and Jimenez",Frozen Food,40.08,South Nancybury,2024-07-03,Walk,Restaurant,6,2.2
Avery-Lopez,Frozen Food,63.59,Port Andrewshire,2024-10-03,Truck,Grocery Store,3,2.9
Mitchell LLC,Frozen Food,6.34,Kingmouth,2024-06-20,Truck,Food Bank,2,1.9
"Garcia, Mccall and Maxwell",Meat,58.31,West Valeriestad,2024-07-31,Bike,Restaurant,5,1.7
Rodriguez-Evans,Snacks,96.24,Timothymouth,2024-06-14,Van,Supermarket,7,1.4
Rogers-Hinton,Snacks,42.58,West Diana,2024-06-10,Walk,Restaurant,2,2.4
Stafford Inc,Grains,97.45,North Ericland,2023-12-31,Bike,Food Bank,8,0.6
Kelley LLC,Grains,25.66,Schmittbury,2024-01-26,Bike,Restaurant,4,1.2
Lyons Group,Dairy,50.88,West Amanda,2024-03-15,Van,Food Bank,4,0.8
Thompson Group,Snacks,98.26,Lake Matthew,2024-07-11,Walk,Farm,4,0.9
"Fitzgerald, Clark and Collins",Bakery,96.69,Lindaside,2024-11-11,Drone,Restaurant,4,1.2
Phillips-Esparza,Snacks,74.59,North Johnport,2023-12-03,Bike,Supermarket,6,0.7
Mills PLC,Fruits,80.96,Patriciatown,2024-03-22,Truck,Restaurant,8,1.9
Lynch and Sons,Grains,75.03,New Christopherfort,2024-01-29,Van,Farm,3,1.3
Perry-Brady,Dairy,88.94,Jennifermouth,2024-02-11,Truck,Food Bank,3,0.6
"Gonzalez, Vazquez and Curtis",Dairy,35.47,Port Tammytown,2024-05-19,Truck,Grocery Store,2,2.5
Young LLC,Canned Goods,53.71,East Kayla,2024-02-09,Truck,Farm,3,1.5
"Hartman, Johnson and Miller",Grains,44.61,Josephport,2024-10-13,Drone,Food Bank,3,2.2
Deleon-Matthews,Bakery,45.5,Jonesmouth,2024-06-05,Truck,Supermarket,1,1.8
Patterson-Cooke,Dairy,69.29,Elizabethtown,2024-08-11,Drone,Farm,8,2.3
Arias-Briggs,Grains,52.0,Scottland,2024-01-19,Drone,Farm,2,2.6
"Schneider, Wolfe and Lambert",Fruits,36.79,Robertborough,2024-03-01,Walk,Food Bank,6,0.9
Avila LLC,Fruits,51.59,South Samuel,2024-05-05,Truck,Food Bank,7,0.7
"Webb, Bryant and Santos",Grains,96.41,Marksside,2023-12-12,Bike,Grocery Store,1,2.1
"Stone, Lopez and Allen",Canned Goods,15.58,East Laura,2024-03-31,Truck,Supermarket,9,2.6
Wolfe-Bautista,Meat,8.76,Lake Andrew,2024-02-11,Walk,Farm,7,2.6
Day LLC,Vegetables,79.19,Pamelatown,2024-09-25,Drone,Restaurant,1,1.7
Smith Group,Fruits,42.32,Stanleyborough,2023-11-17,Truck,Food Bank,6,1.0
"Murray, Boyd and Pitts",Dairy,68.1,South Emilymouth,2024-05-27,Walk,Restaurant,1,2.5
Martin Inc,Dairy,81.85,Kevinburgh,2024-06-01,Bike,Food Bank,7,3.0
Howell-Hudson,Dairy,12.4,Travisside,2024-07-12,Walk,Restaurant,3,1.0
Brown-Vargas,Vegetables,57.33,Serranoburgh,2024-04-09,Walk,Grocery Store,2,2.7
"Ferguson, Cooper and Moore",Fruits,94.47,Port Heathertown,2024-06-16,Truck,Food Bank,5,2.7
Bryant and Sons,Fruits,97.95,West Kristachester,2024-09-04,Van,Farm,2,2.5
Dean Ltd,Bakery,74.03,Lake Tammyton,2023-12-07,Truck,Grocery Store,9,0.7
"Harvey, Cole and Hall",Vegetables,93.6,Port Matthew,2023-11-21,Walk,Food Bank,6,1.3
Christensen-Wright,Snacks,68.38,North Johnburgh,2024-04-19,Truck,Grocery Store,7,2.1
Richardson Inc,Bakery,19.49,East Michaelview,2024-08-19,Van,Grocery Store,5,2.5
Flynn PLC,Dairy,78.64,Jasonview,2024-03-24,Walk,Supermarket,9,1.2
Hodge Ltd,Grains,88.52,Ronaldchester,2023-12-22,Drone,Farm,2,2.0
Rodriguez LLC,Fruits,67.66,Port Marisa,2024-07-22,Walk,Grocery Store,1,2.6
Carson LLC,Frozen Food,88.89,North Williamton,2024-02-10,Truck,Supermarket,7,1.6
"Craig, Adams and Cooper",Canned Goods,69.98,Jamesland,2024-01-19,Bike,Farm,6,1.9
"Martinez, Williams and Anderson",Dairy,78.98,Port Brianhaven,2024-01-19,Bike,Supermarket,7,2.0
Vega and Sons,Grains,28.63,Lake Joseph,2024-10-31,Van,Restaurant,5,2.8
Estrada-Wells,Snacks,99.02,Lake Josephmouth,2024-10-27,Walk,Grocery Store,3,1.4
"Dennis, Khan and Williams",Canned Goods,92.67,Cruztown,2024-04-28,Truck,Farm,4,1.9
Walton-Whitaker,Frozen Food,22.23,Garciafurt,2024-05-22,Drone,Grocery Store,7,1.3
Wang and Sons,Dairy,50.53,South Jessica,2024-01-03,Truck,Food Bank,4,2.0
"Williams, Green and Steele",Vegetables,53.65,Davidmouth,2024-07-14,Van,Grocery Store,6,1.5
"Floyd, White and Wheeler",Meat,94.57,Patrickborough,2024-08-01,Drone,Grocery Store,1,1.8
Grant-Brown,Frozen Food,43.29,Andersonbury,2024-06-11,Bike,Farm,9,2.6
Hancock and Sons,Grains,11.76,Adamburgh,2024-02-19,Drone,Food Bank,2,1.9
"Fuller, Green and Logan",Snacks,48.71,Brownmouth,2023-12-21,Truck,Farm,2,1.0
Schneider Inc,Frozen Food,10.62,New Jade,2024-07-23,Truck,Restaurant,9,2.4
Hinton Ltd,Bakery,15.97,East Emma,2024-08-05,Bike,Farm,9,1.6
Wilson-Mann,Meat,66.47,Williamsmouth,2024-06-06,Drone,Food Bank,6,0.9
"Malone, Clarke and Hamilton",Grains,86.94,Stephanieburgh,2024-11-14,Bike,Supermarket,3,1.5
Villegas Group,Snacks,56.6,Lake Tyler,2024-03-06,Truck,Restaurant,2,1.5
Carter-Lowe,Canned Goods,39.23,Savannahside,2024-06-14,Bike,Grocery Store,5,0.6
"Fields, Quinn and Krause",Canned Goods,60.56,Lake Tyler,2024-07-29,Van,Food Bank,1,2.7
Huff Inc,Grains,32.97,Reneeton,2023-12-14,Van,Supermarket,5,2.2
Humphrey-House,Dairy,65.18,Lake Brian,2024-03-17,Van,Restaurant,9,1.9
Hill-Rivera,Snacks,22.52,Jonesstad,2024-07-08,Walk,Supermarket,3,0.8
Murphy Ltd,Fruits,87.62,East Noah,2024-06-10,Walk,Farm,1,1.2
"Bruce, Morris and Franklin",Snacks,98.14,Kathleenchester,2024-01-30,Drone,Supermarket,6,0.6
"Marsh, Jones and Scott",Bakery,83.09,Mccoyberg,2024-10-14,Truck,Food Bank,4,2.5
"Coleman, Morales and Dillon",Bakery,34.67,Port Carrieburgh,2024-07-10,Van,Grocery Store,1,1.8
Russell PLC,Dairy,90.9,Wolfeview,2024-10-22,Van,Food Bank,5,2.0
"Williams, Lara and Lee",Vegetables,67.65,Spencerfort,2023-12-01,Van,Farm,4,1.9
"Raymond, Williams and Thomas",Dairy,49.75,Amychester,2024-07-25,Walk,Food Bank,9,1.4
Le-Bailey,Bakery,69.26,North Kevinchester,2024-08-28,Truck,Supermarket,4,1.8
Baker-Mclaughlin,Dairy,41.13,Kellyberg,2024-01-15,Walk,Food Bank,5,2.4
"Cooper, Robinson and Davis",Grains,24.72,Lake Amy,2024-10-27,Van,Food Bank,1,1.3
"Jones, Malone and Mills",Canned Goods,53.17,South Michaelmouth,2024-06-12,Walk,Restaurant,8,2.4
Hamilton LLC,Vegetables,31.51,West Jamesborough,2024-03-30,Walk,Grocery Store,1,1.8
"Johnson, Wilson and Hicks",Canned Goods,19.37,Lake Davidfort,2024-09-28,Drone,Grocery Store,7,2.9
Anderson LLC,Snacks,62.38,Tammyport,2024-06-05,Van,Supermarket,8,1.2
Burns-Gomez,Fruits,12.84,Mathewsborough,2024-04-21,Van,Food Bank,5,1.1
"Holmes, Collier and Cruz",Snacks,55.54,North Courtney,2024-09-20,Walk,Supermarket,4,1.5
Kennedy-Park,Frozen Food,91.42,North Gerald,2024-04-26,Bike,Grocery Store,3,1.8
Hutchinson-Brown,Frozen Food,40.09,Paulville,2024-01-05,Drone,Food Bank,3,1.0
"Jackson, Khan and Jackson",Snacks,37.65,East Mariashire,2024-06-19,Bike,Supermarket,6,1.1
Alexander Ltd,Grains,84.29,Cruzfurt,2024-06-04,Van,Food Bank,8,1.3
"Yu, Palmer and Patterson",Bakery,76.86,Mitchellville,2024-09-02,Drone,Supermarket,8,1.7
"Escobar, Hogan and Owen",Dairy,55.08,North Saraport,2024-09-21,Bike,Restaurant,7,0.6
Rice and Sons,Vegetables,59.61,West Dennisland,2024-05-05,Walk,Food Bank,4,2.9
Sherman-Lee,Frozen Food,30.5,Andersenfurt,2024-02-23,Van,Restaurant,3,0.5
"Baker, Campbell and Perez",Fruits,32.81,Alexandraland,2024-02-12,Drone,Supermarket,7,1.0
Smith PLC,Snacks,72.83,Jacquelineborough,2024-04-05,Walk,Food Bank,1,1.0
"Aguirre, Frazier and Gonzalez",Bakery,99.63,East Walterhaven,2024-04-10,Van,Grocery Store,5,1.9
King Inc,Dairy,56.28,South Andrea,2024-01-10,Bike,Food Bank,2,1.8
Booth-Swanson,Fruits,32.15,West Jessica,2024-07-27,Walk,Food Bank,6,1.5
Mora-Klein,Bakery,98.55,Port Lisa,2024-11-09,Drone,Grocery Store,6,0.5
Parker LLC,Vegetables,11.61,East Jeremyside,2024-07-31,Truck,Food Bank,9,1.9
"Hardy, Johnson and Delgado",Frozen Food,83.35,North Vincentton,2024-01-12,Van,Restaurant,6,2.9
Romero-Blair,Bakery,97.2,Stantonmouth,2023-12-04,Drone,Supermarket,4,0.7
Cole-Watkins,Snacks,15.62,Aaronville,2024-06-30,Drone,Supermarket,8,2.4
Sanders Group,Frozen Food,58.29,Mooreland,2024-11-07,Drone,Grocery Store,9,2.7
Cook-Smith,Fruits,63.1,Robertsmouth,2024-02-22,Bike,Grocery Store,4,1.6
Sharp and Sons,Canned Goods,13.28,Everettchester,2024-06-01,Bike,Grocery Store,2,1.0
"Mckee, Miller and Hernandez",Bakery,22.5,Port Franciscomouth,2024-02-29,Bike,Food Bank,5,0.9
"Harris, Garcia and Wolf",Bakery,80.72,East Juliehaven,2024-04-02,Walk,Farm,5,1.4
Hoffman-White,Vegetables,76.32,Jasonland,2024-07-27,Walk,Restaurant,9,3.0
Anderson Ltd,Vegetables,68.65,North Amy,2024-05-21,Walk,Supermarket,1,2.2
"Campbell, Mendoza and Cisneros",Frozen Food,79.27,Lake Kenneth,2024-07-05,Van,Grocery Store,5,1.8
Rivera Ltd,Vegetables,54.62,Josephview,2024-02-07,Truck,Food Bank,3,1.5
"Jennings, Jensen and Walters",Snacks,44.88,New Sarah,2024-03-29,Van,Grocery Store,2,2.2
Scott PLC,Grains,32.69,Smithstad,2024-07-07,Walk,Food Bank,2,0.5
Hamilton Group,Canned Goods,20.15,Destinyview,2024-06-08,Van,Restaurant,6,2.0
Thomas-Yang,Dairy,56.31,Mercershire,2023-11-19,Drone,Restaurant,3,0.8
Contreras Ltd,Canned Goods,43.18,South Dale,2024-08-15,Walk,Food Bank,2,2.6
"Nixon, Murphy and Valdez",Vegetables,99.2,Mannview,2024-09-27,Walk,Farm,7,1.0
Morris-Murray,Meat,65.57,Lake Teresaville,2024-11-03,Bike,Grocery Store,5,1.6
"Reed, Casey and Jackson",Vegetables,7.59,Lake Robert,2024-10-10,Truck,Supermarket,4,2.6
Conner PLC,Frozen Food,24.91,North Donald,2024-08-08,Walk,Grocery Store,6,2.8
Davis-Lane,Meat,76.92,Jamesside,2023-11-29,Truck,Supermarket,1,1.9
Dickerson-Byrd,Meat,67.86,Lake Williamberg,2024-09-24,Walk,Supermarket,3,2.1
Blake PLC,Canned Goods,25.14,West Brettshire,2024-09-10,Walk,Restaurant,4,1.1
Joseph-Ballard,Snacks,61.21,Port Timothy,2024-06-18,Walk,Restaurant,6,1.7
Chen and Sons,Meat,85.13,Lake Brian,2024-09-11,Walk,Restaurant,5,2.2
Barnett PLC,Bakery,45.78,East Brittanyview,2024-09-19,Van,Supermarket,5,2.3
Estes-Perez,Meat,89.0,West Kaitlin,2023-12-14,Walk,Restaurant,1,0.8
Nicholson-Fernandez,Frozen Food,83.48,Ramirezside,2024-07-12,Van,Grocery Store,6,2.1
"Hernandez, Sheppard and Adams",Dairy,14.25,New Frankmouth,2024-06-07,Bike,Food Bank,8,2.3
Randolph-West,Dairy,84.03,Lake Nancy,2024-03-09,Van,Food Bank,5,1.1
Jones-Barber,Bakery,12.53,Adamstad,2024-07-20,Van,Farm,3,0.6
"Rodriguez, Wright and Newton",Vegetables,28.79,East Nicholas,2024-06-16,Drone,Food Bank,2,1.6
Wright LLC,Canned Goods,73.5,East Kenneth,2024-05-13,Van,Food Bank,5,2.0
Villa-Williams,Fruits,36.64,East James,2024-06-11,Drone,Restaurant,5,2.0
Johnson Group,Snacks,50.4,West Victoriafort,2024-03-18,Truck,Grocery Store,1,1.1
Reed-Ramirez,Snacks,37.61,Port Danielside,2023-12-13,Truck,Restaurant,9,1.9
Myers-Watson,Snacks,81.64,South Crystalshire,2024-10-13,Walk,Farm,8,0.7
Cantu-Watts,Vegetables,63.58,Williamsberg,2024-02-09,Walk,Supermarket,9,1.1
"Hernandez, Baker and Beasley",Vegetables,33.58,East Ryantown,2024-06-24,Bike,Farm,6,0.6
"Brown, Whitehead and Molina",Snacks,78.32,South Alexis,2023-11-19,Bike,Supermarket,6,0.6
Stewart Ltd,Frozen Food,67.85,Brianside,2024-04-17,Truck,Food Bank,1,0.7
Reed-David,Fruits,37.02,Feliciafort,2024-01-31,Truck,Food Bank,5,1.1
Reed Ltd,Fruits,22.62,Derektown,2024-03-06,Truck,Restaurant,2,0.9
Paul LLC,Frozen Food,92.87,South Johnland,2023-11-28,Walk,Restaurant,7,0.5
Lewis-Morris,Meat,92.06,North Kyle,2024-01-26,Van,Supermarket,7,2.0
"Hogan, Walker and Kelly",Fruits,74.62,West Angela,2024-06-27,Van,Food Bank,8,2.9
White-Glenn,Dairy,60.68,Stokesborough,2023-12-18,Walk,Farm,8,2.0
Green Inc,Canned Goods,33.63,South Johnmouth,2024-03-23,Van,Farm,2,2.3
Bryant Group,Snacks,71.96,Matthewborough,2023-11-22,Bike,Food Bank,4,2.1
"Watson, Williams and Gates",Dairy,81.42,East Randallmouth,2024-11-05,Drone,Food Bank,3,2.9
Chan and Sons,Fruits,5.35,East Ericport,2023-11-22,Van,Supermarket,3,2.7
Hill-Gonzalez,Meat,20.93,Beckybury,2024-02-16,Walk,Farm,7,1.0
Jones LLC,Frozen Food,23.67,East Margaretfort,2024-03-07,Truck,Farm,5,1.2
"Allen, Hernandez and Suarez",Vegetables,5.43,Pennymouth,2023-12-10,Truck,Farm,7,1.1
Liu PLC,Meat,32.81,Murrayfurt,2023-12-14,Walk,Food Bank,1,2.8
Williamson Inc,Dairy,27.07,Floresberg,2024-02-28,Truck,Restaurant,1,1.6
Newton-Whitney,Fruits,36.0,Parsonsview,2024-07-07,Truck,Farm,7,2.2
Powell Group,Snacks,52.36,Port Donald,2024-08-30,Drone,Restaurant,4,0.6
Campbell-Zavala,Grains,86.35,Port Jeffrey,2024-01-01,Bike,Farm,4,0.6
Mendoza Inc,Bakery,47.86,Richardsmouth,2024-08-04,Bike,Supermarket,4,2.9
Davis-Hawkins,Dairy,45.76,Walterport,2023-12-05,Walk,Restaurant,4,2.7
Fletcher PLC,Meat,6.71,Petersonstad,2024-08-27,Van,Supermarket,4,1.6
"Shea, Jones and Price",Fruits,66.54,Michaelview,2024-01-09,Walk,Food Bank,4,0.6
Parker Group,Snacks,38.39,East Laura,2024-08-10,Drone,Restaurant,7,2.9
Manning PLC,Grains,55.07,Ellisland,2024-01-02,Drone,Food Bank,5,1.9
Wallace-Jones,Canned Goods,34.96,Port Kathleen,2023-12-18,Bike,Food Bank,2,1.0
Randolph-Davis,Vegetables,56.1,Margaretville,2024-02-24,Walk,Restaurant,5,1.9
"Peterson, Barr and Hart",Grains,82.61,Cartershire,2024-08-02,Truck,Restaurant,6,1.2
Morales and Sons,Grains,88.96,South Russellland,2024-08-19,Bike,Farm,7,1.6
"Stevens, Gamble and Lewis",Frozen Food,25.88,Zacharyton,2024-01-11,Van,Restaurant,8,2.6
Escobar-Cruz,Grains,33.8,Gonzalezstad,2024-08-21,Bike,Farm,5,1.3
Watts Ltd,Canned Goods,68.11,East Mike,2024-11-09,Bike,Farm,9,1.8
"Moody, Warren and Miles",Grains,38.53,East Alexis,2024-08-09,Truck,Grocery Store,5,1.0
Hunter-Newman,Canned Goods,29.23,Port Christine,2024-06-28,Truck,Supermarket,2,1.6
"Perkins, Jones and Figueroa",Canned Goods,21.62,West Debra,2024-04-20,Drone,Food Bank,1,1.3
Harris-King,Snacks,73.59,Lake Teresa,2024-03-20,Van,Food Bank,1,0.9
"Lewis, Small and Morgan",Frozen Food,50.18,West Joshuaport,2024-04-05,Van,Food Bank,6,0.8
Mcbride LLC,Bakery,51.27,Adamchester,2024-01-03,Drone,Grocery Store,9,2.9
Adkins-Strong,Vegetables,86.5,Collinsview,2024-03-27,Truck,Supermarket,3,2.1
"Brooks, Dawson and Christian",Vegetables,54.93,West Edwin,2024-05-09,Truck,Farm,1,1.2
Brown-Johnson,Canned Goods,57.55,Christineburgh,2024-05-17,Drone,Farm,2,1.4
"Foster, Collier and Flores",Canned Goods,27.56,Nicoleburgh,2024-09-07,Bike,Restaurant,2,2.9
Scott-Leonard,Grains,54.81,South David,2024-04-07,Van,Supermarket,3,2.3
Jefferson-Salazar,Canned Goods,73.38,South Eric,2024-08-10,Van,Supermarket,2,1.3
Welch Group,Vegetables,98.26,Port Tiffany,2024-01-30,Van,Grocery Store,1,1.2
Stephens Ltd,Snacks,87.8,Lake Brittany,2024-09-28,Truck,Restaurant,1,2.6
"Murphy, Bell and Thomas",Canned Goods,51.04,Mariahborough,2024-10-23,Bike,Food Bank,9,2.4
Gibson LLC,Frozen Food,70.26,East Jackborough,2024-08-09,Van,Supermarket,7,0.8
Reyes and Sons,Fruits,97.24,Meyerchester,2024-07-23,Bike,Farm,4,2.7
"Cruz, Clarke and Holmes",Vegetables,11.65,Anthonyfurt,2024-09-20,Drone,Grocery Store,8,0.9
Short PLC,Meat,13.95,Lake Brandon,2023-11-21,Walk,Farm,3,1.4
Mccoy PLC,Grains,97.36,Dillonville,2024-04-03,Drone,Food Bank,4,1.6
"Black, Cochran and Gonzales",Bakery,37.44,West Patrick,2024-08-06,Bike,Farm,6,0.7
Jackson LLC,Vegetables,84.37,North Angelashire,2024-05-16,Bike,Restaurant,7,2.8
Wilson and Sons,Frozen Food,56.87,Erinton,2024-04-18,Walk,Farm,6,2.4
Silva-Anderson,Dairy,9.05,Mikaylaport,2024-07-23,Drone,Grocery Store,2,2.2
"Norton, Stafford and Johnson",Frozen Food,30.54,Valdezhaven,2024-07-02,Drone,Food Bank,7,0.7
Costa LLC,Dairy,55.98,Perkinsville,2024-02-22,Truck,Supermarket,6,2.9
Taylor and Sons,Vegetables,6.44,Hernandezville,2024-04-29,Walk,Supermarket,3,1.1
Salinas Group,Snacks,51.53,East Keith,2024-10-28,Truck,Restaurant,5,1.0
"Thomas, Miller and Brown",Meat,63.37,Ronaldhaven,2024-11-12,Truck,Restaurant,1,1.0
"Foley, Durham and Reilly",Frozen Food,94.7,Port Diane,2024-07-18,Truck,Grocery Store,4,2.7
Briggs-Davidson,Vegetables,78.47,Osbornstad,2024-02-25,Truck,Supermarket,3,2.6
Foster-Stewart,Dairy,83.69,Lake Mary,2023-12-23,Van,Grocery Store,1,1.3
Castro-Horton,Bakery,23.7,Torresville,2023-12-26,Bike,Restaurant,9,0.9
Kelley-Mclaughlin,Meat,32.25,North Jenniferport,2024-02-29,Van,Grocery Store,2,2.5
Baxter Ltd,Vegetables,75.53,West Julie,2024-06-26,Truck,Farm,8,1.1
Bennett-Flores,Grains,65.58,Whitebury,2024-04-14,Bike,Food Bank,9,0.6
Davis Ltd,Vegetables,61.29,East Caroline,2023-12-02,Van,Farm,4,2.2
"Bates, Bell and Dunn",Bakery,42.72,Perryborough,2024-05-03,Bike,Restaurant,5,0.9
Burns-Bates,Snacks,48.62,North Mariahburgh,2023-12-10,Van,Supermarket,8,2.5
Barker and Sons,Vegetables,15.5,Galvanhaven,2024-06-28,Walk,Farm,4,2.0
Dunn Group,Vegetables,12.04,North Timothystad,2024-10-08,Walk,Supermarket,4,3.0
Myers PLC,Bakery,25.05,Port Timstad,2024-09-25,Walk,Supermarket,3,2.2
"Martin, Johnson and Roy",Meat,54.55,Parkermouth,2024-10-05,Drone,Food Bank,1,1.9
Wong Group,Bakery,78.71,Joelton,2023-11-15,Truck,Grocery Store,1,2.9
Barnes PLC,Fruits,25.99,Lucasstad,2024-04-06,Drone,Supermarket,7,2.1
Henson-Mahoney,Fruits,60.44,North Timothyside,2024-09-11,Truck,Farm,8,2.5
Fischer Group,Meat,95.02,Katherinefort,2024-07-03,Truck,Food Bank,6,1.5
"Campbell, Pierce and Johnston",Canned Goods,41.13,Christinaville,2024-06-17,Walk,Grocery Store,4,2.4
"Roberts, Wade and Mcdonald",Dairy,84.52,Lake Meghan,2024-01-15,Van,Grocery Store,2,0.8
Lewis LLC,Canned Goods,35.14,Albertmouth,2024-08-25,Drone,Supermarket,6,0.6
Miller LLC,Meat,48.59,Allisonmouth,2024-06-25,Drone,Grocery Store,2,2.6
Brown-Ali,Dairy,70.24,Christophermouth,2024-07-20,Van,Restaurant,1,1.4
"Ramirez, Thompson and Hernandez",Dairy,84.9,Lake Alexis,2024-06-12,Walk,Restaurant,3,2.9
Williams-Brown,Bakery,14.49,Port Tanner,2024-09-24,Truck,Food Bank,4,1.9
"Perez, Morgan and Mcfarland",Meat,39.46,South Tamara,2023-12-25,Van,Farm,5,1.4
Cook PLC,Canned Goods,20.67,Richardsland,2023-12-29,Walk,Supermarket,5,0.8
Mack Ltd,Dairy,95.84,Richborough,2024-02-22,Drone,Farm,6,2.3
Combs-Keith,Canned Goods,66.39,West Dianaland,2024-05-21,Truck,Farm,7,0.8
Rodgers-Roberts,Bakery,89.27,Jerrystad,2024-04-22,Bike,Grocery Store,6,1.5
Myers-Turner,Snacks,54.38,Allenfort,2024-11-07,Walk,Restaurant,5,1.0
"Perez, Edwards and Morales",Meat,85.55,Lake Amymouth,2024-04-08,Walk,Farm,7,1.4
Young Inc,Meat,52.36,Lisaville,2024-04-11,Walk,Farm,7,1.3
Johnson LLC,Vegetables,86.91,Warrenland,2024-10-17,Bike,Grocery Store,4,2.1
Smith Group,Frozen Food,52.88,Lake Michelle,2024-06-24,Truck,Supermarket,2,2.8
Johnson-Mayer,Bakery,15.84,Heatherstad,2024-02-07,Walk,Supermarket,9,2.3
Johnston-Mercer,Grains,60.07,Torreshaven,2024-03-23,Drone,Food Bank,2,0.7
"Robinson, Hull and Duncan",Bakery,74.76,Lake Johnchester,2024-01-15,Van,Supermarket,4,1.8
Browning-Arias,Grains,79.91,East Scottview,2024-04-03,Walk,Restaurant,9,1.3
Johnson-Cervantes,Canned Goods,52.27,Stephanietown,2024-06-12,Walk,Farm,7,2.8
Garcia-Silva,Snacks,93.58,Lake Jason,2024-11-12,Van,Grocery Store,7,0.8
Pittman LLC,Vegetables,41.57,Rodriguezstad,2024-01-14,Truck,Restaurant,8,0.7
Taylor-Miller,Canned Goods,33.02,Dyerside,2024-03-10,Bike,Grocery Store,3,0.7
Greer-Perkins,Grains,14.18,New Lorettaburgh,2024-09-23,Truck,Farm,8,1.5
Wallace-Rose,Frozen Food,14.92,North Tracyville,2023-11-16,Truck,Food Bank,5,2.5
Morris-Lynch,Snacks,93.36,South Anaborough,2023-12-01,Van,Grocery Store,6,2.5
Cannon Group,Dairy,73.42,Josephton,2023-12-21,Truck,Food Bank,1,1.5
Nelson-Barry,Meat,95.55,Port Adrianashire,2024-09-01,Van,Supermarket,2,0.7
Kirk-Duran,Frozen Food,53.79,North Deannaview,2023-12-03,Truck,Farm,3,1.4
"Perez, Kemp and Pham",Snacks,10.65,Laurenstad,2024-06-27,Drone,Supermarket,7,2.2
Holloway Ltd,Bakery,65.58,West Chadton,2024-01-03,Truck,Grocery Store,5,2.3
"Morgan, Smith and Moreno",Bakery,42.61,East Sharon,2024-02-07,Van,Grocery Store,8,2.2
"Nguyen, Perry and Mills",Frozen Food,47.95,Lake Carol,2024-09-11,Van,Grocery Store,6,1.4
Peters-Oneal,Fruits,34.79,South Jonathanmouth,2023-12-12,Truck,Restaurant,5,1.7
"White, Robertson and Powell",Bakery,99.59,Beckerstad,2024-11-11,Bike,Food Bank,8,0.7
Marsh-Walls,Grains,6.08,Jamesside,2024-05-07,Van,Restaurant,8,1.5
Perez Ltd,Meat,84.08,East Jacquelineshire,2024-07-29,Van,Restaurant,1,1.0
Morales and Sons,Canned Goods,36.48,East Joshuaport,2024-06-25,Truck,Grocery Store,4,2.4
Cruz-Porter,Meat,55.08,Port Linda,2024-02-02,Truck,Food Bank,3,1.1
Moore Inc,Frozen Food,67.94,Jenniferborough,2024-02-23,Bike,Farm,3,0.7
Aguilar-Lambert,Snacks,62.16,Grahamview,2024-10-02,Walk,Supermarket,7,1.1
"Aguirre, Chen and Ward",Fruits,6.58,Howardtown,2024-05-03,Walk,Food Bank,2,2.4
Ramirez-Riley,Canned Goods,20.86,North Megan,2024-07-20,Van,Restaurant,6,0.6
Johnson-Conner,Bakery,9.08,Lake Louis,2024-04-09,Bike,Farm,3,1.6
Walters-Day,Vegetables,24.64,Williamsonchester,2023-12-28,Drone,Food Bank,5,2.0
Ford and Sons,Grains,76.5,West Scott,2024-09-03,Walk,Grocery Store,9,2.9
Olson-Holloway,Meat,60.03,West Nancyland,2024-09-14,Bike,Supermarket,7,2.3
Hamilton Group,Dairy,96.72,Marvinbury,2023-12-27,Truck,Supermarket,2,2.8
Anthony LLC,Dairy,72.53,Lisatown,2024-07-29,Drone,Farm,8,3.0
Smith-Griffin,Grains,79.94,East Taylor,2024-11-13,Bike,Grocery Store,7,2.9
Johnson-Phillips,Meat,25.95,Deborahville,2024-04-11,Drone,Grocery Store,2,2.7
Spencer-Herman,Bakery,27.74,West Alyssa,2024-09-10,Bike,Farm,6,0.9
